Complaint,Coded Month,Date Occur,Flag-Crime,Flag-Unfounded,Flag-Administrative,Count,Flag Cleanup,Crime,ILeads Add,ILeads Approve,District,Beat,Description,ILEADS-Address,ILEADS-Street,Neighborhood,ILeads Asg,ILeads Type,Location Name,Location Comment,CAD-Address,CAD-Street,X-Coord,Y-Coord,Date Crime Coded
17-024801,2017-05,4/5/2017 5:20,Y, , ,1, ,266999,5/23/2017 15:10,5/24/2017,4,BLU,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,1233,N LEONARD AVE       ,77,399,, , ,1233,LEONARD,898774.1,1023690,5/25/2017
17-024949,2017-05,5/23/2017 20:00,Y, , ,1, ,142320,5/24/2017 11:57,5/24/2017,1,124,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,905,FILLMORE ST         ,1,680,, , ,905,FILLMORE,890716.4,994165.6,5/25/2017
17-026229,2017-05,5/26/2017 5:00,Y, , ,1, ,71013,5/31/2017 11:23,5/31/2017,6,621,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4817,ST LOUIS AVE        ,55,680,, , ,4817,ST LOUIS,891287.3,1032596,6/2/2017
17-026291,2017-05,5/30/2017 11:07,Y, , ,1, ,69702,5/31/2017 16:47,5/31/2017,2,221,LARCENY-ALL OTHER UNDER $500                      ,4221,WYOMING ST          ,15,680,, , ,4221,WYOMING,889010.8,1007688,6/2/2017
17-024482,2017-05,5/22/2017 0:01,Y, , ,1, ,265321,5/22/2017 8:39,5/23/2017,1,123,LEAVING SCENE OF ACCIDENT                         ,6800,SALZBURGER AVE      ,4,312,, , ,6800,SALZBURGER,882703.2,996435.4,5/24/2017
17-024404,2017-05,5/21/2017 20:00,Y, , ,1, ,241100,5/21/2017 21:48,5/23/2017,5,527,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,5248,MINERVA AVE         ,51,305,, , ,5248,MINERVA,885755.8,1029855,5/25/2017
17-024016,2017-05,5/18/2017 7:30,Y, , ,1, ,51312,5/19/2017 18:42,5/24/2017,2,227,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,4991,ARSENAL ST          ,13,302,, ,APT A,4991,ARSENAL,885210.7,1009458,5/26/2017
17-026018,2017-05,5/29/2017 20:00,Y, , ,1, ,67601,5/30/2017 12:21,5/31/2017,3,325,"LARCENY-FROM BUILDING $500 - $24,999              ",2918,MCNAIR AVE          ,22,303,, , ,2918,MCNAIR,900132.9,1007223,6/2/2017
17-024604,2017-05,5/22/2017 8:00,Y, , ,1, ,51111,5/22/2017 16:17,5/22/2017,1,123,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED         ,4180,CONCORDIA AVE       ,5,301,, , ,4180,CONCORDIA,886009,997998.1,5/24/2017
17-026044,2017-05,5/30/2017 12:16,Y, , ,1, ,67701,5/30/2017 13:18,6/2/2017,1,127,LARCENY-FROM BUILDING UNDER $500                  ,3730,CHIPPEWA ST         ,16,301,, ,1ST FL,3730,CHIPPEWA,892251.1,1003205,6/5/2017
17-024549,2017-05,5/22/2017 11:45,Y, , ,1, ,65701,5/22/2017 13:05,5/23/2017,3,324,LARCENY-MTR VEH PARTS UNDER $500                  ,3610,S BROADWAY          ,18,303,,MAGICAL MOMENTS CHILD CARE,MAGICAL MOMENTS CHILD CARE,3610,BROADWAY,900334.4,1003567,5/25/2017
17-024741,2017-05,4/28/2017 9:22,Y, , ,1, ,115400,5/23/2017 9:23,5/23/2017,1,123,STLG BY DECEIT/IDENTITY THEFT REPORT              ,8104,CARLSBAD AVE        ,4,301,, , ,8104,CARLSBAD,880901.4,992141.1,5/25/2017
17-024152,2017-05,5/20/2017 13:49,Y, , ,1, ,41011,5/20/2017 14:55,5/22/2017,6,622,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,0,HARRIS AVE / SAN FRANCISCO AVE,68,306,, , ,4219,MARGARETTA,897483.1,1032404,5/24/2017
17-026457,2017-05,5/13/2017 17:00,Y, , ,1, ,67701,6/1/2017 12:46,6/2/2017,6,626,LARCENY-FROM BUILDING UNDER $500                  ,6175,SHERRY AVE          ,76,680,, , ,6175,SHERRY,888148.3,1044908,6/5/2017
17-024523,2017-05,5/20/2017 19:00,Y, , ,1, ,65701,5/22/2017 10:52,5/22/2017,5,523,LARCENY-MTR VEH PARTS UNDER $500                  ,4310,ST FERDINAND AVE    ,57,680,, ,@JAMES HOUSE,4310,ST FERDINAND,894071.9,1029178,5/24/2017
17-024464,2017-05,5/4/2017 16:44,Y, , ,1, ,266999,5/22/2017 5:25,5/23/2017,6,627,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,6124,N BROADWAY          ,79,399,,LOVES  GAS STATION,NUISANCE ABATEMENT PROPERTY,6124,BROADWAY,900558.8,1038456,5/24/2017
17-026128,2017-05,5/30/2017 17:10,Y, , ,1, ,265321,6/1/2017 21:08,6/2/2017,2,228,LEAVING SCENE OF ACCIDENT                         ,0,HAMPTON AVE / I 64 WESTBOUND,41,301,, , ,4018,WYOMING,881198,1018837,6/5/2017
17-025341,2017-05,5/25/2017 18:00,Y, , ,1, ,51322,5/26/2017 11:21,5/29/2017,6,625,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,5004,GENEVIEVE AVE       ,72,306,, ,RESIDENCE,5004,GENEVIEVE,890871.4,1041991,6/2/2017
17-026107,2017-05,5/30/2017 8:00,Y, , ,1, ,265321,6/3/2017 14:59,6/3/2017,4,422,LEAVING SCENE OF ACCIDENT                         ,315,N 9TH ST            ,35,304,, , ,315,9TH,907779.2,1018012,6/5/2017
17-024895,2017-05,5/24/2017 2:30,Y, , ,1, ,241100,5/24/2017 3:55,5/24/2017,4,422,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,430,S 15TH ST           ,36,304,, ,@GREYHOUND,430,15TH,904845.8,1016613,5/25/2017
17-024227,2017-05,5/20/2017 22:29,Y, , ,1, ,41013,5/20/2017 23:57,5/23/2017,4,422,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,201,N TUCKER BLVD       ,36,304,, , ,201,TUCKER,906471.4,1018154,5/24/2017
17-024311,2017-05,5/21/2017 12:00,Y, , ,1, ,63701,5/21/2017 12:52,5/24/2017,3,321,LARCENY-SHOPLIFT UNDER $500                       ,3411,S JEFFERSON AVE     ,19,303,,FAMILY DOLLAR, ,3411,JEFFERSON,898532,1004867,5/25/2017
17-024050,2017-05,5/19/2017 20:00,Y, , ,1, ,67701,5/19/2017 21:43,5/20/2017,6,624,LARCENY-FROM BUILDING UNDER $500                  ,3720,N KINGSHIGHWAY BLVD ,69,306,, , ,3720,KINGSHIGHWAY,891316,1035410,5/24/2017
17-024277,2017-05,5/21/2017 3:50,Y, , ,1, ,64701,5/21/2017 4:33,5/21/2017,4,427,LARCENY-FROM MTR VEH UNDER $500                   ,35,S GRAND BLVD        ,37,304,,@ CIRCLE K, ,35,GRAND,896073.6,1019677,5/24/2017
17-024777,2017-05,5/16/2017 16:00,Y, , ,1, ,65701,5/23/2017 13:01,5/23/2017,2,226,LARCENY-MTR VEH PARTS UNDER $500                  ,1465,S GRAND BLVD        ,29,680,,CARDINAL GLENNON HOSPITAL, ,1465,GRAND,894852.6,1015265,5/25/2017
17-025879,2017-05,5/29/2017 0:20,Y, , ,1, ,266510,5/29/2017 18:11,6/2/2017,4,423,PUBLIC ORDER-TRESPASSING                          ,801,N 11TH ST           ,35,304,,BOARD OF EDUCATION,BOARD OF EDUCATION,801,11TH,907512.3,1019461,6/5/2017
17-025747,2017-05,5/27/2017 23:00,Y, , ,1, ,67601,5/28/2017 23:05,5/29/2017,4,424,"LARCENY-FROM BUILDING $500 - $24,999              ",999,N 2ND ST            ,35,680,,FOUR SEASONS HOTEL, ,999,2ND,910439.8,1019433,6/2/2017
17-024460,2017-05,5/5/2017 16:30,Y, , ,1, ,266999,5/22/2017 5:23,5/23/2017,6,624,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,5310,N EUCLID AVE        ,71,399,, ,NUISANCE ABATEMENT PROPERTY,5310,EUCLID,894542.1,1038824,5/24/2017
17-026473,2017-05,5/27/2017 22:00,Y, , ,1, ,266999,6/1/2017 13:45,6/2/2017,3,PEABODY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,1123,S 14TH ST           ,33,399,, , ,1123,14TH,904509.8,1013818,6/5/2017
17-023958,2017-05,5/19/2017 1:00,Y, , ,1, ,64701,5/19/2017 12:58,5/22/2017,5,529,LARCENY-FROM MTR VEH UNDER $500                   ,5559,THEODOSIA AVE       ,50,680,, , ,5559,THEODOSIA,884556.1,1033083,5/24/2017
17-024613,2017-05,5/2/2017 15:45,Y, , ,1, ,51312,5/22/2017 16:48,5/22/2017,6,622,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,4150,W PENROSE ST        ,68,306,, ,SINGLE FAMILY HOME,4150,PENROSE,898218.2,1033811,5/24/2017
17-024351,2017-05,5/16/2017 15:49,Y, , ,1, ,51312,5/21/2017 17:10,5/22/2017,1,123,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,6470,CHRISTY DR          ,4,301,, , ,6470,CHRISTY,883577.1,996312.6,5/24/2017
17-024282,2017-05,5/20/2017 22:00,Y, , ,1, ,265321,5/22/2017 23:02,5/22/2017,2,222,LEAVING SCENE OF ACCIDENT                         ,5040,PARKER AVE          ,14,302,, , ,5040,PARKER,884010.1,1007104,5/24/2017
17-024187,2017-05,5/20/2017 14:00,Y, , ,1, ,64601,5/20/2017 18:29,5/23/2017,4,428,"LARCENY-FROM MTR VEH $500 - $24,999               ",3415,LINDELL BLVD        ,77,304,, , ,3415,LINDELL,897739.3,1020690,5/25/2017
17-024349,2017-05,5/21/2017 15:00,Y, , ,1, ,265321,5/21/2017 18:55,5/23/2017,1,129,LEAVING SCENE OF ACCIDENT                         ,0,S KINGSHIGHWAY BLVD / NOTTINGH,5,301,, ,SIDEWALK/SIDEWALK,4407,OSCEOLA,884090.4,1002003,5/24/2017
17-024964,2017-05,5/23/2017 23:30,Y, , ,1, ,64701,5/24/2017 13:16,5/24/2017,5,521,LARCENY-FROM MTR VEH UNDER $500                   ,51,N KINGSHIGHWAY BLVD ,38,680,, , ,51,KINGSHIGHWAY,887329.6,1022870,5/26/2017
17-025212,2017-05,10/15/2016 11:00,Y, , ,1, ,69602,5/25/2017 17:49,5/25/2017,4,426,"LARCENY-ALL OTHER $500 - $24,999                  ",215,ANGELICA ST         ,64,680,, , ,250,ANGELICA,906776.8,1032357,5/26/2017
17-026234,2017-05,5/31/2017 7:50,Y, , ,1, ,41013,5/31/2017 13:03,5/31/2017,3,BLU,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,1001,N COMPTON AVE       ,31,350,,RENAISSANCE PLACE  HOUSING,RENAISSANCE PLACE AT GRAND APARTMENTS,1001,COMPTON,898628.4,1023257,6/2/2017
17-026446,2017-05,11/1/2016 11:36,Y, , ,1, ,51222,6/1/2017 11:42,6/1/2017,1,125,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED       ,5136,CHOUTEAUS BLUFF DR,17,301,, , ,5136,BROADWAY,894872.9,994401.3,6/5/2017
17-026448,2017-05,5/30/2017 15:30,Y, , ,1, ,66701,6/1/2017 11:46,6/2/2017,2,222,LARCENY-BICYCLES UNDER $500                       ,5750,DELOR ST            ,7,680,, , ,5750,DELOR,879648.5,1001510,6/5/2017
14-024568,2017-05,5/31/2014 16:00, ,Y, ,-1, ,64601,6/5/2014 7:29,6/6/2014,4,429,"LARCENY-FROM MTR VEH $500 - $24,999               ",3127,BRANTNER,59,304,,                                                                           ,                                                                                ,3127,BRANTNER,0,0,6/1/2017
17-021261,2017-05,5/5/2017 15:00, ,Y, ,-1, ,71013,5/5/2017 18:27,5/5/2017,6,625,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,0,DRESSELL AVE / GOODFELLOW BLVD,70,680,, , ,,,885812.7,1039647,5/12/2017
16-057689,2017-05,11/12/2016 16:55, ,Y, ,-1, ,41013,11/12/2016 17:14,11/14/2016,6,626,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,5932,FLORISSANT,76,306,,                                                                           ,                                                                                ,5932,FLORISSANT,0,0,5/31/2017
17-024061,2017-05,5/19/2017 20:00, ,Y, ,-1, ,71030,5/19/2017 23:33,5/20/2017,4,421,AUTO THEFT-PERM RETNT/JOY RIDE                    ,0,N 6TH ST / PINE ST  ,35,680,,KIENER PLAZA GARAGE WEST, ,,,908649,1017426,5/24/2017
17-022745,2017-05,5/13/2017 12:30, ,Y, ,-1, ,41011,5/13/2017 13:41,5/15/2017,4,425,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,0,N 11TH ST / SALISBURY ST,65,304,, , ,1412,BREMEN,906468.6,1029947,5/23/2017
17-014713,2017-05,3/30/2017 6:00, ,Y, ,-1, ,71013,3/30/2017 8:47,3/30/2017,6,623,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4854,LEE,69,680,,                                                                           ,                                                                                ,4854,LEE,0,0,5/24/2017
17-022285,2017-05,5/10/2017 14:45, ,Y, ,-1, ,51312,5/11/2017 0:47,5/11/2017,1,128,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,4621,RAY AVE             ,5,301,, , ,4621,RAY,888571.7,1000703,5/12/2017
17-025086,2017-05,5/24/2017 10:30, ,Y, ,-1, ,51312,5/25/2017 7:17,5/28/2017,3,326,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,1048,GEYER AVE           ,21,303,, ,REAR,1048,GEYER,903747.1,1010724,6/1/2017
17-025467,2017-05,5/26/2017 23:30, ,Y, ,-1, ,71013,5/27/2017 0:40,5/27/2017,2,224,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3704,FAIRVIEW AVE        ,15,680,, , ,3704,FAIRVIEW,892722.9,1005574,5/30/2017
16-028192,2017-05,6/11/2016 5:00, ,Y, ,-1, ,51322,6/11/2016 13:52,6/12/2016,1,125,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,4202,CALIFORNIA,17,301,,                                                                           ,: APT 2N                                                                        ,4202,CALIFORNIA,0,0,6/5/2017
17-018860,2017-05,4/21/2017 17:20, ,Y, ,-1, ,31111,4/21/2017 17:29,4/23/2017,3,323,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,3620,VIRGINIA,19,303,,                                                                           ,:BLK                                                                            ,3600,COMPTON,0,0,5/10/2017
17-021279,2017-05,3/1/2017 6:00, ,Y, ,-1, ,51322,5/5/2017 20:05,5/7/2017,3,322,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,3840,PENNSYLVANIA AVE    ,16,303,, , ,3840,PENNSYLVANIA,896002.4,1002298,5/10/2017
17-022635,2017-05,5/12/2017 18:30, ,Y, ,-1, ,31212,5/12/2017 20:02,5/13/2017,5,522,ROBBERY-HIGHWAY       /KNIFE USED/ATTEMPT         ,0,PERSHING AVE / N TAYLOR AVE,38,304,, , ,,,889615.2,1023936,5/22/2017
17-020825,2017-05,5/2/2017 16:00, ,Y, ,-1, ,64601,5/3/2017 11:51,5/12/2017,4,427,"LARCENY-FROM MTR VEH $500 - $24,999               ",100,N BEAUMONT ST       ,37,304,, ,WELLS FARGO,800,WASHINGTON,900974.3,1018809,5/12/2017
17-023454,2017-05,5/16/2017 18:23, ,Y, ,-1, ,71013,5/16/2017 23:30,5/17/2017,4,423,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1200,WASHINGTON AVE      ,36,680,, , ,1234,WASHINGTON,906711.3,1018939,5/22/2017
15-005869,2017-05,2/5/2015 21:30, ,Y, ,-1, ,72113,2/6/2015 5:56,2/6/2015,5,527,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,5228,MINERVA,51,680,,                                                                           ,                                                                                ,5228,MINERVA,0,0,6/5/2017
17-024292,2017-05,5/20/2017 21:00, ,Y, ,-1, ,71013,5/21/2017 9:43,5/21/2017,4,422,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,0,S 11TH ST / SPRUCE ST,35,680,, , ,,,906542.5,1016191,5/25/2017
17-025767,2017-05,5/29/2017 0:24, ,Y, ,-1, ,10000,5/29/2017 13:59,5/31/2017,4,426,HOMICIDE                                          ,3205,GREER AVE           ,59,372,, , ,3203,GREER,900883.1,1028197,6/1/2017
17-023783,2017-05,5/18/2017 12:00, ,Y, ,-1, ,51122,5/18/2017 16:30,5/27/2017,1,124,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,921,FILLMORE ST         ,1,301,, , ,921,FILLMORE,890590.9,994249.1,5/30/2017
16-049892,2017-05,10/2/2016 14:20, ,Y, ,-1, ,71013,10/2/2016 18:43,10/2/2016,4,421,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,,,35,680,,                                                                           ,                                                                                ,601,CLARK,0,0,5/24/2017
17-019683,2017-05,3/20/2017 21:00, ,Y, ,-1, ,72113,4/26/2017 13:55,4/28/2017,6,625,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,5465,ARLINGTON,71,306,,                                                                           ,                                                                                ,5465,ARLINGTON,0,0,5/26/2017
16-045037,2017-05,9/6/2016 12:25, ,Y, ,-1, ,51112,9/7/2016 9:21,9/7/2016,1,125,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED       ,4658,,17,301,,                                                                           ,                                                                                ,4658,MICHIGAN,0,0,5/24/2017
17-023794,2017-05,5/18/2017 15:30, ,Y, ,-1, ,31421,5/18/2017 17:30,5/19/2017,5,526,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS         ,0,AMHERST PL / OAKHERST PL,48,305,,AMHERST PARK, ,,,880278.1,1031983,5/23/2017
17-021879,2017-05,5/7/2017 6:00, ,Y, ,-1, ,67701,5/9/2017 0:22,5/9/2017,5,523,LARCENY-FROM BUILDING UNDER $500                  ,4029,COTE BRILLIANTE AVE ,56,305,, , ,4029,COTE BRILLIANTE,896160.9,1027041,5/24/2017
17-023022,2017-05,5/14/2017 22:30, ,Y, ,-1, ,71013,5/15/2017 1:27,5/15/2017,6,625,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5378,CLAXTON AVE         ,71,680,, , ,5378,CLAXTON,893599.8,1041540,5/17/2017
17-014120,2017-05,3/24/2017 16:30, ,Y, ,-1, ,51322,3/27/2017 0:34,3/28/2017,3,327,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,3324,,25,303,,                                                                           ,                                                                                ,3324,SHENANDOAH,0,0,5/10/2017
17-025888,2017-05,5/29/2017 13:30, ,Y, ,-1, ,71030,5/29/2017 19:38,5/29/2017,4,421,AUTO THEFT-PERM RETNT/JOY RIDE                    ,0,S BROADWAY / GRATIOT ST,35,680,, , ,,,908074.1,1014297,6/1/2017
17-025514,2017-05,5/27/2017 1:30, ,Y, ,-1, ,71013,5/27/2017 7:36,5/27/2017,2,226,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,0,MANCHESTER AVE / S SARAH ST,39,680,, , ,4121,MANCHESTER,891581.2,1017561,5/30/2017
17-021612,2017-05,5/7/2017 17:30, ,Y, ,-1, ,83000,5/7/2017 18:23,5/9/2017,3,323,ARSON-KNOWINGLY BURNING/SUCCESS                   ,3723,VIRGINIA AVE        ,19,303,, , ,3723,VIRGINIA,894642.1,1003339,6/2/2017
17-023254,2017-05,5/16/2017 0:55, ,Y, ,-1, ,83000,5/16/2017 2:18,5/22/2017,5,529,ARSON-KNOWINGLY BURNING/SUCCESS                   ,5816,MAFFITT AVE         ,50,305,, ,REAR,5816,MAFFITT,884085.9,1035692,5/25/2017
16-029395,2017-05,6/15/2016 23:30, ,Y, ,-1, ,71013,6/17/2016 16:59,6/17/2016,4,423,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1133,WASHINGTON,35,680,,                                                                           ,                                                                                ,1133,WASHINGTON,0,0,6/5/2017
17-021406,2017-05,5/5/2017 14:30, ,Y, ,-1, ,51312,5/6/2017 14:42,5/8/2017,2,225,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,4151,ARSENAL ST          ,81,302,, , ,4151,ARSENAL,889812.7,1008944,5/18/2017
17-019431,2017-05,4/25/2017 0:10, ,Y, ,-1, ,83000,4/25/2017 0:18,4/26/2017,5,523,ARSON-KNOWINGLY BURNING/SUCCESS                   ,772,AUBERT,53,305,,                                                                           ,IN ALLEY                                                                        ,772,AUBERT,0,0,5/18/2017
17-023015,2017-05,5/14/2017 23:00, ,Y, ,-1, ,72130,5/15/2017 0:52,5/15/2017,3,326,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE              ,622,CHOUTEAU AVE        ,34,680,,EAT-RITE DINER, ,,,907215.2,1013751,5/17/2017
16-009339,2017-05,2/27/2016 18:30, ,Y, ,-1, ,31111,2/27/2016 18:45,2/28/2016,5,529,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,5834,SELBER,50,305,,                                                                           ,                                                                                ,,,0,0,6/1/2017
17-023451,2017-05,5/16/2017 22:35, ,Y, ,-1, ,83000,5/16/2017 23:44,5/18/2017,6,627,ARSON-KNOWINGLY BURNING/SUCCESS                   ,5300,N BROADWAY          ,64,306,, ,REAR ALLEY,5300,BROADWAY,903286.6,1036337,5/24/2017
17-022003,2017-05,5/6/2017 9:00, ,Y, ,-1, ,51222,5/9/2017 15:57,5/12/2017,3,324,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED       ,3734,SALENA ST           ,18,303,, , ,3734,SALENA,899948,1002381,5/22/2017
17-024719,2017-05,5/22/2017 21:00, ,Y, ,-1, ,71013,5/23/2017 4:18,5/23/2017,2,226,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,0,S BOYLE AVE / MANCHESTER AVE,39,680,, , ,,,890408.5,1017367,5/25/2017
17-024996,2017-05,5/24/2017 14:00, ,Y, ,-1, ,67701,5/24/2017 16:12,5/24/2017,5,522,LARCENY-FROM BUILDING UNDER $500                  ,4663,MARYLAND AVE        ,38,680,,FROYO CENTRAL WEST END, ,,,888454.8,1023811,5/30/2017
17-025620,2017-05,5/27/2017 22:35, ,Y, ,-1, ,71013,5/27/2017 23:36,5/31/2017,4,COCHRAN,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1612,CASS AVE            ,62,350,, , ,1612,CASS,905736.6,1022653,6/1/2017
17-015315,2017-05,4/2/2017 17:30, ,Y, ,-1, ,115200,4/2/2017 18:29,4/8/2017,6,623,FRAUD-STEALING BY DECEIT/UNDER $150               ,4475,KOSSUTH,69,306,,                                                                           ,                                                                                ,4475,KOSSUTH,0,0,5/25/2017
17-013175,2017-05,3/21/2017 18:51, , ,Y,1, ,204200,3/21/2017 19:50,3/21/2017,1,126,FAMILY & CHILD CRIME-CNTRIB DELINQ MINOR          ,5021,TENNESSEE,16,680,,                                                                           ,                                                                                ,5021,TENNESSEE,0,0,5/5/2017
17-020121,2017-05,4/29/2017 2:00, , ,Y,1, ,265321,4/30/2017 0:48,5/1/2017,6,622,LEAVING SCENE OF ACCIDENT                         ,4139,ROSALIE ST          ,68,306,, , ,,,899393.8,1034225,5/8/2017
17-020121,2017-05,4/29/2017 2:00, , ,Y,-1, ,142320,4/30/2017 0:48,5/1/2017,6,622,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4139,ROSALIE ST          ,68,306,, , ,,,899393.8,1034225,5/8/2017
17-009912,2017-05,1/7/2017 16:00, , ,Y,1, ,117000,3/1/2017 17:43,3/5/2017,5,529,FAILURE TO RETURN BORROWED/RENTED VEHICL          ,5606,COTE BRILLIANTE,50,332,,                                                                           ,STREET                                                                          ,5606,COTE BRILLIANTE,0,0,5/15/2017
17-009912,2017-05,1/7/2017 16:00, , ,Y,-1, ,71013,3/1/2017 17:43,3/5/2017,5,529,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5606,COTE BRILLIANTE,50,332,,                                                                           ,STREET                                                                          ,5606,COTE BRILLIANTE,0,0,5/15/2017
17-018596,2017-05,4/20/2017 10:20, , ,Y,1, ,43016,4/20/2017 10:37,4/20/2017,1,124,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ,6018,PENNSYLVANIA,1,301,,                                                                           ,                                                                                ,6018,PENNSYLVANIA,0,0,5/8/2017
17-018596,2017-05,4/20/2017 10:20, , ,Y,-1, ,91114,4/20/2017 10:37,4/20/2017,1,124,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",6018,PENNSYLVANIA,1,301,,                                                                           ,                                                                                ,6018,PENNSYLVANIA,0,0,5/8/2017
17-020119,2017-05,4/28/2017 23:45, , ,Y,1, ,64601,4/29/2017 1:41,4/29/2017,4,427,"LARCENY-FROM MTR VEH $500 - $24,999               ",,,37,680,,                                                                           ,                                                                                ,,,0,0,5/5/2017
17-020119,2017-05,4/28/2017 23:45, , ,Y,-1, ,64701,4/29/2017 1:41,4/29/2017,4,427,LARCENY-FROM MTR VEH UNDER $500                   ,,,37,680,,                                                                           ,                                                                                ,,,0,0,5/5/2017
13-052206,2017-05,10/12/2013 11:00, , ,Y,1, ,115400,10/15/2013 18:38,10/15/2013,4,422,STLG BY DECEIT/IDENTITY THEFT REPORT              ,1200,MARKET,36,306,,CITY HALL                                                                  ,                                                                                ,,,0,0,5/24/2017
17-020215,2017-05,4/25/2017 19:20, , ,Y,1, ,91113,4/29/2017 16:47,5/2/2017,3,323,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3623,VIRGINIA AVE        ,19,303,, , ,3623,VIRGINIA,894743.9,1003989,5/9/2017
17-020215,2017-05,4/25/2017 19:20, , ,Y,-1, ,31421,4/29/2017 16:47,5/2/2017,3,323,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS         ,3623,VIRGINIA AVE        ,19,303,, , ,3623,VIRGINIA,894743.9,1003989,5/9/2017
17-008143,2017-05,2/19/2017 22:00, , ,Y,1, ,263120,2/20/2017 0:20,2/21/2017,5,526,OBSTRUCT GOVRN OP-FALSE REPORT                    ,5901,PAGE,78,302,,                                                                           ,                                                                                ,7002,NOTTINGHAM,0,0,6/1/2017
17-008143,2017-05,2/19/2017 22:00, , ,Y,-1, ,31111,2/20/2017 0:20,2/21/2017,5,526,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,5901,PAGE,78,302,,                                                                           ,                                                                                ,7002,NOTTINGHAM,0,0,6/1/2017
17-020304,2017-05,4/29/2017 23:30, , ,Y,1, ,71030,4/30/2017 8:26,4/30/2017,4,COCHRAN,AUTO THEFT-PERM RETNT/JOY RIDE                    ,1118,9TH,62,304,,                                                                           ,                                                                                ,1118,9TH,0,0,5/5/2017
17-020304,2017-05,4/29/2017 23:30, , ,Y,-1, ,71013,4/30/2017 8:26,4/30/2017,4,COCHRAN,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1118,9TH,62,304,,                                                                           ,                                                                                ,1118,9TH,0,0,5/5/2017
